qPCR,well,sample,type,task,IPC_Ct,inhibition_rate,useful,Zymo,dilution,hake_Ct,hake_copies_ul,lamprey_Ct,lamprey_copies_ul,eulachon_Ct,eulachon_copies_ul,hake.confirmed,lamprey.confirmed,eulachon.confirmed
H22,E12,1173,unknowns,UNKNOWN,27.070,0.068,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,E13,1181,unknowns,UNKNOWN,27.115,0.113,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,E14,1181,unknowns,UNKNOWN,26.948,-0.054,,,1.00,37.947,0.381,Undetermined,,Undetermined,,,,
H22,E15,1181,unknowns,UNKNOWN,26.994,-0.008,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,E16,1189,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,E17,1189,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,E18,1189,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,E19,1197,unknowns,UNKNOWN,26.985,-0.017,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,E20,1197,unknowns,UNKNOWN,27.149,0.147,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,E21,1197,unknowns,UNKNOWN,27.031,0.029,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,F4,1158,unknowns,UNKNOWN,26.877,-0.125,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,F5,1158,unknowns,UNKNOWN,27.079,0.077,,,1.00,37.235,0.642,Undetermined,,Undetermined,,,,
H22,F6,1158,unknowns,UNKNOWN,27.098,0.096,,,1.00,37.205,0.656,Undetermined,,Undetermined,,,,
H22,F7,1166,unknowns,UNKNOWN,27.539,0.537,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,F8,1166,unknowns,UNKNOWN,27.548,0.546,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,F9,1166,unknowns,UNKNOWN,27.571,0.569,NO,,1.00,39.574,0.116,Undetermined,,39.975,0.076,,,
H22,F10,1174,unknowns,UNKNOWN,27.263,0.262,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,F11,1174,unknowns,UNKNOWN,26.946,-0.056,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,F12,1174,unknowns,UNKNOWN,26.974,-0.028,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,F13,1182,unknowns,UNKNOWN,26.897,-0.105,,,1.00,36.847,0.852,Undetermined,,Undetermined,,,,
H22,F14,1182,unknowns,UNKNOWN,27.039,0.037,,,1.00,37.425,0.559,Undetermined,,Undetermined,,,,
H22,F15,1182,unknowns,UNKNOWN,26.835,-0.167,,,1.00,37.780,0.431,Undetermined,,Undetermined,,,,
H22,F16,1190,unknowns,UNKNOWN,37.490,10.488,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,F17,1190,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,F18,1190,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,F19,1198,unknowns,UNKNOWN,26.990,-0.011,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,F20,1198,unknowns,UNKNOWN,27.103,0.101,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,F21,1198,unknowns,UNKNOWN,27.125,0.123,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,G4,1159,unknowns,UNKNOWN,26.961,-0.041,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,G5,1159,unknowns,UNKNOWN,27.114,0.112,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,G6,1159,unknowns,UNKNOWN,27.075,0.073,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,G7,1167,unknowns,UNKNOWN,27.000,-0.002,,,1.00,37.244,0.638,Undetermined,,Undetermined,,,,
H22,G8,1167,unknowns,UNKNOWN,27.245,0.244,,,1.00,38.330,0.288,Undetermined,,Undetermined,,,,
H22,G9,1167,unknowns,UNKNOWN,26.976,-0.026,,,1.00,36.373,1.206,Undetermined,,Undetermined,,,,
H22,G10,1175,unknowns,UNKNOWN,27.701,0.699,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,G11,1175,unknowns,UNKNOWN,27.909,0.907,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,G12,1175,unknowns,UNKNOWN,27.755,0.753,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,G13,1183,unknowns,UNKNOWN,26.787,-0.215,,,1.00,36.664,0.974,Undetermined,,Undetermined,,,,
H22,G14,1183,unknowns,UNKNOWN,26.904,-0.098,,,1.00,36.971,0.779,Undetermined,,Undetermined,,,,
H22,G15,1183,unknowns,UNKNOWN,26.717,-0.285,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,G16,1191,unknowns,UNKNOWN,26.859,-0.143,,,1.00,36.951,0.790,Undetermined,,Undetermined,,,,
H22,G17,1191,unknowns,UNKNOWN,27.056,0.054,,,1.00,38.160,0.326,Undetermined,,Undetermined,,,,
H22,G18,1191,unknowns,UNKNOWN,27.250,0.248,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,G19,1199,unknowns,UNKNOWN,26.997,-0.005,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,G20,1199,unknowns,UNKNOWN,27.025,0.023,,,1.00,40.162,0.075,Undetermined,,Undetermined,,,,
H22,G21,1199,unknowns,UNKNOWN,26.954,-0.048,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,H4,1160,unknowns,UNKNOWN,26.962,-0.040,,,1.00,37.252,0.634,Undetermined,,Undetermined,,,,
H22,H5,1160,unknowns,UNKNOWN,27.061,0.059,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,H6,1160,unknowns,UNKNOWN,27.043,0.041,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,H7,1168,unknowns,UNKNOWN,26.974,-0.028,,,1.00,38.029,0.359,Undetermined,,Undetermined,,,,
H22,H8,1168,unknowns,UNKNOWN,26.940,-0.062,,,1.00,36.925,0.805,Undetermined,,Undetermined,,,,
H22,H9,1168,unknowns,UNKNOWN,26.841,-0.160,,,1.00,36.035,1.544,Undetermined,,Undetermined,,,,
H22,H10,1176,unknowns,UNKNOWN,27.126,0.124,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,H11,1176,unknowns,UNKNOWN,27.116,0.115,,,1.00,39.525,0.120,Undetermined,,Undetermined,,,,
H22,H12,1176,unknowns,UNKNOWN,26.960,-0.042,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,H13,1184,unknowns,UNKNOWN,26.978,-0.024,,,1.00,37.106,0.706,Undetermined,,Undetermined,,,,
H22,H14,1184,unknowns,UNKNOWN,27.012,0.010,,,1.00,36.958,0.786,Undetermined,,Undetermined,,,,
H22,H15,1184,unknowns,UNKNOWN,26.735,-0.266,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,H16,1192,unknowns,UNKNOWN,26.871,-0.131,,,1.00,35.770,1.874,Undetermined,,Undetermined,,,,
H22,H17,1192,unknowns,UNKNOWN,26.970,-0.032,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,H18,1192,unknowns,UNKNOWN,27.069,0.067,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,H19,1200,unknowns,UNKNOWN,26.969,-0.032,,,1.00,39.884,0.092,Undetermined,,Undetermined,,,,
H22,H20,1200,unknowns,UNKNOWN,27.069,0.067,,,1.00,37.548,0.511,Undetermined,,Undetermined,,,,
H22,H21,1200,unknowns,UNKNOWN,27.090,0.088,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,I1,1201,unknowns,UNKNOWN,42.342,15.340,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,I2,1201,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,I3,1201,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,I4,1209,unknowns,UNKNOWN,32.707,5.705,NO,,1.00,41.825,0.022,Undetermined,,Undetermined,,,,
H22,I5,1209,unknowns,UNKNOWN,40.987,13.985,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,I6,1209,unknowns,UNKNOWN,38.878,11.876,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,I7,1217,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,I8,1217,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,I9,1217,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,I10,1225,unknowns,UNKNOWN,26.798,-0.204,,,1.00,35.737,1.921,Undetermined,,Undetermined,,,,
H22,I11,1225,unknowns,UNKNOWN,26.860,-0.141,,,1.00,37.559,0.506,Undetermined,,Undetermined,,,,
H22,I12,1225,unknowns,UNKNOWN,27.030,0.028,,,1.00,35.557,2.191,Undetermined,,Undetermined,,,,
H22,I13,1233,unknowns,UNKNOWN,26.626,-0.376,,,1.00,37.953,0.380,Undetermined,,Undetermined,,,,
H22,I14,1233,unknowns,UNKNOWN,26.734,-0.268,,,1.00,35.875,1.736,Undetermined,,Undetermined,,,,
H22,I15,1233,unknowns,UNKNOWN,26.937,-0.064,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,I16,1241,unknowns,UNKNOWN,26.806,-0.196,,,1.00,35.177,2.894,Undetermined,,Undetermined,,,,
H22,I17,1241,unknowns,UNKNOWN,26.749,-0.253,,,1.00,35.260,2.723,Undetermined,,Undetermined,,,,
H22,I18,1241,unknowns,UNKNOWN,26.859,-0.143,,,1.00,35.685,1.996,Undetermined,,Undetermined,,,,
H22,J1,1202,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,J2,1202,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,J3,1202,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,J4,1210,unknowns,UNKNOWN,34.514,7.512,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,J5,1210,unknowns,UNKNOWN,39.369,12.367,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,J6,1210,unknowns,UNKNOWN,39.673,12.672,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,J7,1218,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,J8,1218,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,J9,1218,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,J10,1226,unknowns,UNKNOWN,27.053,0.052,,,1.00,35.431,2.402,Undetermined,,Undetermined,,,,
H22,J11,1226,unknowns,UNKNOWN,26.761,-0.240,,,1.00,36.312,1.261,Undetermined,,36.743,0.816,,,
H22,J12,1226,unknowns,UNKNOWN,26.775,-0.226,,,1.00,34.976,3.351,Undetermined,,Undetermined,,,,
H22,J13,1234,unknowns,UNKNOWN,26.812,-0.190,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,J14,1234,unknowns,UNKNOWN,27.086,0.084,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,J15,1234,unknowns,UNKNOWN,26.818,-0.184,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,J16,1242,unknowns,UNKNOWN,26.948,-0.054,,,1.00,36.406,1.177,Undetermined,,Undetermined,,,,
H22,J17,1242,unknowns,UNKNOWN,26.879,-0.123,,,1.00,36.385,1.195,Undetermined,,Undetermined,,,,
H22,J18,1242,unknowns,UNKNOWN,26.915,-0.087,,,1.00,38.448,0.264,Undetermined,,Undetermined,,,,
H22,K1,1203,field_neg,UNKNOWN,26.987,-0.015,,,1.00,Undetermined,,Undetermined,,37.308,0.539,,,
H22,K2,1203,field_neg,UNKNOWN,26.834,-0.167,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,K3,1203,field_neg,UNKNOWN,27.067,0.065,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,K4,1211,unknowns,UNKNOWN,27.188,0.186,,,1.00,32.172,26.075,Undetermined,,43.630,0.005,,,
H22,K5,1211,unknowns,UNKNOWN,27.253,0.251,,,1.00,31.892,31.994,Undetermined,,Undetermined,,,,
H22,K6,1211,unknowns,UNKNOWN,27.014,0.012,,,1.00,32.007,29.420,Undetermined,,37.975,0.331,,,
H22,K7,1219,unknowns,UNKNOWN,27.039,0.037,,,1.00,33.523,9.704,Undetermined,,Undetermined,,,,
H22,K8,1219,unknowns,UNKNOWN,26.816,-0.186,,,1.00,32.972,14.515,Undetermined,,38.583,0.212,,,
H22,K9,1219,unknowns,UNKNOWN,26.988,-0.014,,,1.00,33.960,7.048,Undetermined,,Undetermined,,,,
H22,K10,1227,unknowns,UNKNOWN,28.910,1.908,NO,,1.00,32.147,26.545,Undetermined,,Undetermined,,,,
H22,K11,1227,unknowns,UNKNOWN,30.289,3.287,NO,,1.00,33.126,12.971,Undetermined,,Undetermined,,,,
H22,K12,1227,unknowns,UNKNOWN,29.526,2.524,NO,,1.00,32.429,21.607,Undetermined,,Undetermined,,,,
H22,K13,1235,unknowns,UNKNOWN,26.869,-0.132,,,1.00,38.400,0.274,Undetermined,,Undetermined,,,,
H22,K14,1235,unknowns,UNKNOWN,26.980,-0.021,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,K15,1235,unknowns,UNKNOWN,26.845,-0.157,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,K16,1243,unknowns,UNKNOWN,27.170,0.168,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,K17,1243,unknowns,UNKNOWN,26.975,-0.027,,,1.00,37.999,0.367,Undetermined,,Undetermined,,,,
H22,K18,1243,unknowns,UNKNOWN,27.082,0.081,,,1.00,38.339,0.286,Undetermined,,Undetermined,,,,
H22,L1,1204,field_neg,UNKNOWN,26.877,-0.125,,,1.00,34.255,5.680,Undetermined,,Undetermined,,,,
H22,L2,1204,field_neg,UNKNOWN,26.893,-0.109,,,1.00,34.407,5.082,Undetermined,,Undetermined,,,,
H22,L3,1204,field_neg,UNKNOWN,27.022,0.020,,,1.00,34.809,3.786,Undetermined,,Undetermined,,,,
H22,L4,1212,unknowns,UNKNOWN,27.048,0.046,,,1.00,32.546,19.827,Undetermined,,37.965,0.333,,,
H22,L5,1212,unknowns,UNKNOWN,27.254,0.252,,,1.00,33.323,11.230,Undetermined,,Undetermined,,,,
H22,L6,1212,unknowns,UNKNOWN,27.214,0.212,,,1.00,32.301,23.724,Undetermined,,Undetermined,,,,
H22,L7,1220,unknowns,UNKNOWN,27.074,0.072,,,1.00,32.138,26.730,Undetermined,,Undetermined,,,,
H22,L8,1220,unknowns,UNKNOWN,27.091,0.089,,,1.00,31.643,38.375,Undetermined,,Undetermined,,,,
H22,L9,1220,unknowns,UNKNOWN,27.022,0.020,,,1.00,31.352,47.482,Undetermined,,37.689,0.408,,,
H22,L10,1228,unknowns,UNKNOWN,30.565,3.564,NO,,1.00,39.088,0.165,Undetermined,,Undetermined,,,,
H22,L11,1228,unknowns,UNKNOWN,31.639,4.637,NO,,1.00,39.307,0.141,Undetermined,,Undetermined,,,,
H22,L12,1228,unknowns,UNKNOWN,32.282,5.280,NO,,1.00,41.218,0.035,Undetermined,,Undetermined,,,,
H22,L13,1236,unknowns,UNKNOWN,26.905,-0.097,,,1.00,38.304,0.294,Undetermined,,Undetermined,,,,
H22,L14,1236,unknowns,UNKNOWN,26.982,-0.019,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,L15,1236,unknowns,UNKNOWN,26.971,-0.031,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,L16,1244,unknowns,UNKNOWN,26.929,-0.073,,,1.00,30.924,64.978,Undetermined,,Undetermined,,,,
H22,L17,1244,unknowns,UNKNOWN,26.917,-0.085,,,1.00,30.933,64.550,Undetermined,,Undetermined,,,,
H22,L18,1244,unknowns,UNKNOWN,27.028,0.026,,,1.00,30.950,63.735,Undetermined,,Undetermined,,,,
H22,M1,1205,unknowns,UNKNOWN,26.929,-0.073,,,1.00,31.161,54.610,Undetermined,,Undetermined,,,,
H22,M2,1205,unknowns,UNKNOWN,26.917,-0.085,,,1.00,31.282,50.009,Undetermined,,Undetermined,,,,
H22,M3,1205,unknowns,UNKNOWN,26.832,-0.170,,,1.00,30.976,62.523,Undetermined,,Undetermined,,,,
H22,M4,1213,unknowns,UNKNOWN,26.890,-0.111,,,1.00,32.335,23.133,Undetermined,,Undetermined,,,,
H22,M5,1213,unknowns,UNKNOWN,26.863,-0.139,,,1.00,32.404,21.995,Undetermined,,Undetermined,,,,
H22,M6,1213,unknowns,UNKNOWN,26.915,-0.087,,,1.00,32.207,25.406,Undetermined,,Undetermined,,,,
H22,M7,1221,unknowns,UNKNOWN,26.765,-0.236,,,1.00,33.978,6.954,Undetermined,,35.291,2.366,,,
H22,M8,1221,unknowns,UNKNOWN,26.973,-0.029,,,1.00,34.203,5.900,Undetermined,,Undetermined,,,,
H22,M9,1221,unknowns,UNKNOWN,26.878,-0.124,,,1.00,33.255,11.807,Undetermined,,38.373,0.247,,,
H22,M10,1229,unknowns,UNKNOWN,26.974,-0.028,,,1.00,35.277,2.688,Undetermined,,Undetermined,,,,
H22,M11,1229,unknowns,UNKNOWN,26.882,-0.120,,,1.00,34.438,4.968,Undetermined,,Undetermined,,,,
H22,M12,1229,unknowns,UNKNOWN,26.841,-0.160,,,1.00,33.708,8.475,Undetermined,,Undetermined,,,,
H22,M13,1237,unknowns,UNKNOWN,27.489,0.487,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,M14,1237,unknowns,UNKNOWN,30.212,3.210,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,M15,1237,unknowns,UNKNOWN,28.104,1.103,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,M16,1245,unknowns,UNKNOWN,26.968,-0.034,,,1.00,36.642,0.990,Undetermined,,Undetermined,,,,
H22,M17,1245,unknowns,UNKNOWN,26.968,-0.034,,,1.00,36.470,1.124,Undetermined,,Undetermined,,,,
H22,M18,1245,unknowns,UNKNOWN,26.812,-0.189,,,1.00,34.661,4.221,Undetermined,,Undetermined,,,,
H22,N1,1206,unknowns,UNKNOWN,26.942,-0.060,,,1.00,36.838,0.858,Undetermined,,33.883,6.645,,,
H22,N2,1206,unknowns,UNKNOWN,26.924,-0.078,,,1.00,35.705,1.966,Undetermined,,34.082,5.742,,,
H22,N3,1206,unknowns,UNKNOWN,26.896,-0.106,,,1.00,35.804,1.828,Undetermined,,36.682,0.853,,,
H22,N4,1214,unknowns,UNKNOWN,26.857,-0.145,,,1.00,34.991,3.315,Undetermined,,Undetermined,,,,
H22,N5,1214,unknowns,UNKNOWN,26.830,-0.172,,,1.00,34.274,5.600,Undetermined,,Undetermined,,,,
H22,N6,1214,unknowns,UNKNOWN,27.071,0.069,,,1.00,34.336,5.353,Undetermined,,36.758,0.807,,,
H22,N7,1222,unknowns,UNKNOWN,26.968,-0.034,,,1.00,34.451,4.919,Undetermined,,37.235,0.569,,,
H22,N8,1222,unknowns,UNKNOWN,26.923,-0.079,,,1.00,34.886,3.580,Undetermined,,36.018,1.388,,,
H22,N9,1222,unknowns,UNKNOWN,26.814,-0.188,,,1.00,35.807,1.825,Undetermined,,35.978,1.429,,,
H22,N10,1230,unknowns,UNKNOWN,26.868,-0.134,,,1.00,34.828,3.736,Undetermined,,Undetermined,,,,
H22,N11,1230,unknowns,UNKNOWN,26.911,-0.091,,,1.00,36.091,1.482,Undetermined,,Undetermined,,,,
H22,N12,1230,unknowns,UNKNOWN,27.043,0.041,,,1.00,35.272,2.699,Undetermined,,Undetermined,,,,
H22,N13,1238,unknowns,UNKNOWN,27.621,0.619,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,N14,1238,unknowns,UNKNOWN,27.457,0.456,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,N15,1238,unknowns,UNKNOWN,27.528,0.526,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,N16,1246,unknowns,UNKNOWN,26.887,-0.115,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,N17,1246,unknowns,UNKNOWN,26.986,-0.016,,,1.00,35.635,2.069,Undetermined,,Undetermined,,,,
H22,N18,1246,unknowns,UNKNOWN,26.938,-0.064,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,O1,1207,unknowns,UNKNOWN,26.677,-0.325,,,1.00,31.547,41.191,Undetermined,,Undetermined,,,,
H22,O2,1207,unknowns,UNKNOWN,26.817,-0.185,,,1.00,31.785,34.603,Undetermined,,39.793,0.087,,,
H22,O3,1207,unknowns,UNKNOWN,26.885,-0.117,,,1.00,31.839,33.267,Undetermined,,Undetermined,,,,
H22,O4,1215,unknowns,UNKNOWN,26.773,-0.229,,,1.00,31.737,35.847,Undetermined,,38.195,0.281,,,
H22,O5,1215,unknowns,UNKNOWN,26.844,-0.158,,,1.00,31.439,44.558,Undetermined,,38.706,0.193,,,
H22,O6,1215,unknowns,UNKNOWN,26.862,-0.139,,,1.00,31.283,49.962,Undetermined,,Undetermined,,,,
H22,O7,1223,unknowns,UNKNOWN,26.784,-0.218,,,1.00,35.096,3.069,Undetermined,,37.311,0.538,,,
H22,O8,1223,unknowns,UNKNOWN,26.813,-0.189,,,1.00,34.449,4.927,Undetermined,,35.343,2.277,,,
H22,O9,1223,unknowns,UNKNOWN,26.810,-0.192,,,1.00,35.959,1.633,Undetermined,,36.976,0.688,,,
H22,O10,1231,unknowns,UNKNOWN,26.924,-0.077,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,O11,1231,unknowns,UNKNOWN,26.888,-0.114,,,1.00,36.996,0.765,Undetermined,,Undetermined,,,,
H22,O12,1231,unknowns,UNKNOWN,26.686,-0.316,,,1.00,36.123,1.448,Undetermined,,Undetermined,,,,
H22,O13,1239,unknowns,UNKNOWN,34.039,7.037,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,O14,1239,unknowns,UNKNOWN,39.988,12.986,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,O15,1239,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,O16,1247,unknowns,UNKNOWN,26.915,-0.086,,,1.00,34.456,4.902,Undetermined,,Undetermined,,,,
H22,O17,1247,unknowns,UNKNOWN,27.094,0.092,,,1.00,35.596,2.129,Undetermined,,Undetermined,,,,
H22,O18,1247,unknowns,UNKNOWN,27.095,0.093,,,1.00,36.733,0.927,Undetermined,,Undetermined,,,,
H22,P1,1208,unknowns,UNKNOWN,26.881,-0.121,,,1.00,32.037,28.777,Undetermined,,35.013,2.900,,,
H22,P2,1208,unknowns,UNKNOWN,26.926,-0.076,,,1.00,32.229,25.000,Undetermined,,34.636,3.826,,,
H22,P3,1208,unknowns,UNKNOWN,26.593,-0.409,,,1.00,33.110,13.126,Undetermined,,35.111,2.699,,,
H22,P4,1216,unknowns,UNKNOWN,26.746,-0.256,,,1.00,32.387,22.282,Undetermined,,36.194,1.220,,,
H22,P5,1216,unknowns,UNKNOWN,26.963,-0.039,,,1.00,31.428,44.927,Undetermined,,36.030,1.377,,,
H22,P6,1216,unknowns,UNKNOWN,26.788,-0.213,,,1.00,31.867,32.581,Undetermined,,Undetermined,,,,
H22,P7,1224,unknowns,UNKNOWN,26.919,-0.083,,,1.00,32.249,24.643,Undetermined,,33.537,8.566,,,
H22,P8,1224,unknowns,UNKNOWN,26.609,-0.392,,,1.00,32.830,16.111,Undetermined,,Undetermined,,,,
H22,P9,1224,unknowns,UNKNOWN,26.821,-0.181,,,1.00,32.702,17.688,Undetermined,,33.887,6.625,,,
H22,P10,1232,unknowns,UNKNOWN,26.854,-0.148,,,1.00,35.859,1.757,Undetermined,,Undetermined,,,,
H22,P11,1232,unknowns,UNKNOWN,26.789,-0.213,,,1.00,35.422,2.418,Undetermined,,Undetermined,,,,
H22,P12,1232,unknowns,UNKNOWN,26.733,-0.269,,,1.00,34.968,3.372,Undetermined,,Undetermined,,,,
H22,P13,1240,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,P14,1240,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,P15,1240,unknowns,UNKNOWN,45,17.998,NO,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,P16,1248,unknowns,UNKNOWN,26.877,-0.124,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,P17,1248,unknowns,UNKNOWN,25.905,-1.097,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H22,P18,1248,unknowns,UNKNOWN,26.818,-0.184,,,1.00,36.962,0.784,Undetermined,,Undetermined,,,,
H23,A4,1249,unknowns,UNKNOWN,26.584,-0.296,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H23,A5,1249,unknowns,UNKNOWN,26.534,-0.347,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H23,A6,1249,unknowns,UNKNOWN,26.872,-0.008,,,1.00,43.641,0.003,Undetermined,,Undetermined,,,,
H23,A7,1257,unknowns,UNKNOWN,26.746,-0.134,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H23,A8,1257,unknowns,UNKNOWN,26.847,-0.034,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H23,A9,1257,unknowns,UNKNOWN,26.844,-0.036,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H23,A10,1265,unknowns,UNKNOWN,26.916,0.035,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H23,A11,1265,unknowns,UNKNOWN,26.876,-0.005,,,1.00,36.515,0.591,Undetermined,,Undetermined,,,,
H23,A12,1265,unknowns,UNKNOWN,26.841,-0.040,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H23,A13,1273,unknowns,UNKNOWN,26.901,0.020,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H23,A14,1273,unknowns,UNKNOWN,26.919,0.038,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H23,A15,1273,unknowns,UNKNOWN,26.886,0.005,,,1.00,Undetermined,,Undetermined,,Undetermined,,,,
H23,A16,1281,unknowns,UNKNOWN,26.899,0.018,,,1.00,32.946,7.914,Undetermined,,40.629,0.034,,,
H23,A17,1281,unknowns,UNKNOWN,26.890,0.010,,,1.00,32.716,9.355,Undetermined,,Undetermined,,,,
H23,A18,1281,unknowns,UNKNOWN,27.061,0.180,,,1.00,33.408,5.655,Undetermined,,Undetermined,,,,
H23,A19,1289,unknowns,UNKNOWN,27.002,0.121,,,1.00,34.409,2.732,43.702,0.001,Undetermined,,,,
H23,A20,1289,unknowns,UNKNOWN,27.298,0.417,,,1.00,34.907,1.902,Undetermined,,Undetermined,,,,
